Sl No,User Type,Power Transmit (dB),Distance (m),Pass Loss Exponent,Shadowing Effect,Power Received (dB),Label
42,SU,5.852129778091744,112.26741606311104,4.942705513643991,2.349673473648717,-6.6313440967523425,SU
43,SU,19.83044484813412,36.94241190419753,2.354844496421734,3.469698024964126,12.669468623819052,SU
44,SU,12.016769631278406,193.97357458248675,2.5382008896018413,2.7233796479098453,3.486639759215678,SU
45,SU,16.229055388958695,204.06397083054122,3.1652463288895287,1.1722286578367311,7.745847324279625,SU
46,SU,12.842968685267767,176.87911973547145,3.6262234162409728,-1.9196384042764967,2.772752877078875,SU
47,SU,17.562833330220194,71.33297419519673,2.669498576691007,1.4384960097291137,11.176981416742349,SU
48,SU,16.852720052420853,78.78503229151772,4.741986859307325,2.226315736365527,5.63349312894416,SU
49,SU,24.991559643547156,31.203190020063435,3.921912822141363,6.522545347419642,12.6088960954543,SU
50,SU,7.028933230297191,267.8095161553258,2.1412498062460505,-0.25989748858192735,1.570453779198136,SU
51,SU,24.06059728552509,81.74000626105494,4.31334337035944,-4.449873894524568,11.361736000397647,SU
52,SU,6.3271439926480655,281.19085008569346,2.2790064943377515,-1.0503566019415058,-0.30450221384461473,SU
53,SU,9.577267710899903,112.68783913881148,2.4851352143564114,-0.714052199814532,3.7640235958768353,SU
54,SU,9.820160693559432,288.71563706634873,4.440936443660197,10.528057350894368,-11.634688908899847,SU
55,SU,24.01960683402435,265.83592848644264,4.691040491617888,-1.7918674892934885,10.853778410727745,SU
56,SU,20.893931441352922,155.14411500191363,4.250343992182806,2.9277764199692764,8.654776373473554,SU
57,SU,6.145411797917692,34.85259066626162,2.5075147349551163,-13.851373907650771,-11.57313926162703,SU
58,SU,14.185565206397087,93.44765127657405,5.096047472626734,-9.177435570661462,-5.033980429022286,SU
59,SU,6.784415088938404,92.1266503651887,5.06110966371423,-1.2786154401169525,-4.436169679739317,SU
60,SU,9.075518514485218,219.02937704622144,2.7726846812870956,-7.039273322143371,-4.453229869819314,SU
61,SU,23.110664062721987,48.44536326453915,5.035160395684502,0.39275980319892057,14.232389040831029,SU
62,SU,8.780433347721722,32.771446623155896,2.5345300916984494,1.2134682121765086,3.7258959011260564,SU
63,SU,24.24141113112052,208.3320235709514,2.432289916562649,-4.040596455187152,14.560927759680382,SU
64,SU,11.332787436116492,263.46979299487316,3.18525892685438,2.122855842582253,1.499277107059196,SU
65,SU,11.173164596054976,253.9164946292268,3.6389136690088772,8.10805156639795,-5.6853496067669,SU
66,SU,21.651886969305917,106.18926296376826,3.4135014583149306,5.217162109162531,9.518695755296747,SU
67,SU,21.416209128592996,161.7036886507488,4.283470210467735,9.602790988769462,2.3524321301702003,SU
68,SU,10.012740678151191,165.76322552102562,3.2214054838448654,-3.353607102752551,-0.4907378476909545,SU
69,SU,23.610054303466537,214.8017662256276,4.2147481391512756,6.533275839575436,7.24782628332803,SU
70,SU,6.496326277814597,66.3412578617646,5.190352080775883,1.34486351050618,-4.304236059488187,SU
71,SU,12.176810696922999,148.20809145325745,2.757968397141901,-10.25150432441729,-4.061889762460673,SU
72,SU,23.199138201314774,289.7598865426898,3.7772121719990905,-2.7171063633142403,11.182390943374353,SU
73,SU,23.662396390061215,41.466184304022775,3.7420008499404602,-7.42556083922889,10.183422952260532,SU
74,SU,9.029267076624246,60.81922363860456,4.215200397155701,-5.194568195246921,-3.6853909110122665,SU
75,SU,12.862001089252434,38.29339235059075,5.149002582984004,0.32238674041586624,4.388105599729093,SU
76,SU,16.1130808717351,32.81523751297618,2.4321397123694206,-3.375769601416457,9.050003713399008,SU
77,SU,16.02956733222608,41.38178795003112,4.391664894580592,6.584718127429181,2.3443647761592032,SU
78,SU,5.470213428039239,24.47129755517745,3.921801599418923,-0.6606261532440093,-0.6364499602187826,SU
79,SU,18.392123015031878,104.08631325803691,2.6868316786379536,0.380985763144455,12.590740149058021,SU
80,SU,12.605001660888682,154.1314363462879,5.13528847044847,10.097297024881858,-8.727747949442078,SU
